body_id,motion_id,ground_coverage_x,ground_coverage_z,ground_coverage_xz,pelvis_height_avg,pelvis_height_min,pelvis_height_max,pelvis_world_yaw_deg
it_4009_M,2001,0.1947515058517456,1.572848179340363,0.3063145514027121,0.7839404344558716,0.3645344078540802,0.9425537586212158,178.8748926476925
it_4027_XL,2000,0.0237142741680145,0.0091157776041245,0.0002161740493588,0.9671209454536438,0.965124487876892,0.9681094884872437,-101.75017695980658
it_4034_L,2000,0.4948877334594727,3.107372240998032,1.537800405362398,0.9445217847824096,0.8254896998405457,1.0251123905181885,-1.5745450482161714
it_4051_3XL,2000,0.0172647972404956,0.0065070471170274,0.0001123428491098,1.031598687171936,1.0310393571853638,1.0327162742614746,-94.17107815649148
it_4051_3XL,2001,0.247919807434082,0.731415633886288,0.1813324231073655,1.0245662927627563,0.9960660934448242,1.0840351581573486,170.4657030783863
it_4051_3XL,2002,0.0449477815628051,0.0671814085198593,0.0030196552752322,1.0224241018295288,1.0144964456558228,1.0350803136825562,-36.086392879139126
it_4075_M,2000,0.1936142626404762,0.3328321925277827,0.0644410595392796,0.929311990737915,0.6375489830970764,1.2840235233306885,1.667138976081189
it_4085_M,2000,0.2134037113189697,1.2094527819700742,0.2581017123374665,0.8998029232025146,0.775805652141571,1.0783424377441406,29.3171602383964
it_4085_M,2002,0.2105014038085937,0.1272834349993456,0.0267933417489421,0.8929051756858826,0.7088307738304138,1.147679090499878,-89.15596198511413
it_4093_M,2000,0.4221592998504638,2.588979339687243,1.0929617053696827,0.9885416626930236,0.955416202545166,1.0125364065170288,-97.21842479787516
it_4093_M,2003,0.0433318799734115,0.0212905836178635,0.0009225610138931,1.014085292816162,1.0126465559005735,1.0156817436218262,-0.9424100507554468
it_4095_L,2000,0.1322917422652244,0.0542527502775191,0.0071771908568931,0.956907033920288,0.9511276483535768,0.960619568824768,-2.600584541991992
it_4095_L,2001,0.2209045505523681,0.3866437458992005,0.0854113629117469,0.9599865078926086,0.9411250352859496,0.977203130722046,-90.27874590181486
it_4154_M,2000,0.2077154159545898,0.2978643609140209,0.0618710196253039,0.9684518575668336,0.9541035890579224,0.9807745218276978,31.58908990828077
it_4248_M,2000,0.0220411463920027,0.061918793888854,0.0013647612005204,1.0028457641601562,0.9998927712440492,1.0066001415252686,-17.962380982948083
it_4248_M,2001,2.713258397430182,6.2714346313804,17.016022677527328,0.9521735310554504,0.8865365386009216,1.0264525413513184,-4.2989679916354016
it_4287_M,2000,0.1389636598527431,0.8853191397954284,0.123027187803655,1.0485717058181765,0.9713280200958252,1.1142295598983765,157.40313963962697
it_4297_2XL,2001,0.1307252514362335,3.488253330255975,0.4560027936709913,0.9143638014793396,0.8062518835067749,1.175845980644226,-5.141794738005243
it_4303_XL,2000,1.4421261024475098,1.3028789901733404,1.8789158000594268,0.7884592413902283,0.3682959675788879,0.9735815525054932,-14.31864815025167
