name,x,y,z,yaw,size_x,size_y,camera_radius_max,camera_height_min,camera_height_max
BE_Stage_00,-1120.5673201688871,-2030.0,-139.99999942395002,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_01,-1416.0149355420767,-2264.9920941259165,-139.99999745954563,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_02,-588.4698205482442,-2391.039747546322,-140.00000122023897,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_03,38.81732983591859,-2363.2207623467493,-140.0,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_04,241.78843292450046,-2045.195813799422,-140.0,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_05,-695.2904347328613,-2045.1958140000002,-140.00002926428073,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_06,-1095.3011699149306,-1809.6180524860192,-139.99999859437423,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_07,-223.08475445476682,-1210.2539993538237,0.9999995977991034,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_08,-911.0925843248763,-1140.809684808267,0.9999996152003234,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_09,-1383.8337334998682,-713.2219854199832,0.9999959726397378,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_10,-996.5671588284839,-307.28148908720084,0.9999989907453709,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_11,-1308.1792043834823,90.5139416279776,0.9999988068630596,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_12,-1054.47364224367,486.2970613015924,1.0000051445683447,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_13,-1451.7473749963701,881.3920838299094,1.0000051834710304,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_14,-952.7852189203536,1276.188710415801,1.000027729965151,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_15,-904.6771175770541,2220.427385947288,1.0000284283967882,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_16,-1393.4367337867184,2247.7576404607044,1.0000311387183403,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_17,-435.5404811044606,2489.5150284935185,1.0000418617667743,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_18,-38.066505411915415,2152.6068717440867,1.0000372590983408,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_19,359.2151206684199,2436.441084774088,1.0000371216751003,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_20,575.2566182816324,1405.7789926943228,1.0000356350348982,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_21,434.5443482350197,509.2352748989231,1.0000345605435739,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_22,483.24433833749003,-1100.8100183333963,1.0000617782452856,0.0,150.0,150.0,200.0,50.0,250.0
BE_Stage_23,-253.4092205084463,-721.2984560181949,1.4999991056827753,0.0,150.0,150.0,200.0,50.0,250.0
